Médico ID;Estratégia;Tática; Presc.EMS-1 ; Presc.EMS-2 ; Presc.EMS-3 ; Presc.EMS-O ; Potencial Prescritivo ; Potencia Concorrência ;Campanha;Qtde Brinde; Frequência de visita ;Visita Apresentação;Visita Acompanhamento;Visita Lançamento;Visita Prom;Material Promo;Amostras;Especial;Cidade;Região;Estado;Categoria ;Especialidade; Valor Consulta ;Convênios;Volume Pacientes;Perfil Localização;Perfil Pacientes;Idade
8249019;Referência;Convencional; 5.200,00 ; 4.600,00 ; 500,00 ; 1.600,00 ; 21.700,00 ; 9.800,00 ;1;1; 0,58 ;2;4;1;7;4;60;3914,862758;Minas Gerais;Central;MG;0;Cardiologista; 198,00 ;2;165;Região A;Média Alta;46
8249170;Entrada;Migração; 8.440,00 ; 1.040,00 ; 1.340,00 ; 7.840,00 ; 32.000,00 ; 13.340,00 ;0;9; 0,67 ;4;1;2;8;1;60;0;Santos;Periférica;SP;1;Cardiologista; 234,00 ;3;285;Região E;Média;53
8249321;Manutenção;Foco MS-2; 6.120,00 ; 1.420,00 ; 620,00 ; 9.620,00 ; 31.800,00 ; 14.020,00 ;7;10; 0,50 ;3;1;1;6;0;120;0;Salvador;Central;BA;0;Cardiologista; 252,00 ;3;205;Região D;Média;47
8249472;Referência;Foco MS-3; 7.430,00 ; 3.530,00 ; 1.230,00 ; 6.330,00 ; 21.250,00 ; 2.730,00 ;2;0; 0,67 ;3;3;1;8;2;100;0;Minas Gerais;Periférica;MG;2;Cardiologista; 127,00 ;0;85;Região D;Indefinido;60
8249623;Manutenção;Migração; 7.740,00 ; 4.740,00 ; 40,00 ; 3.640,00 ; 19.700,00 ; 3.540,00 ;6;0; 0,92 ;4;5;2;11;2;20;0;Salvador;Central;BA;0;Cardiologista; 433,00 ;6;425;Região B;Alta;52
8249774;Conversão;Foco MS-2; 1.820,00 ; 120,00 ; 1.320,00 ; 13.920,00 ; 32.200,00 ; 15.020,00 ;4;7; 0,25 ;1;0;1;3;2;40;0;Salvador;Central;BA;0;Cardiologista; 248,00 ;1;130;Região C;Média;44
8249925;Referência;Migração; 740,00 ; 540,00 ; 1.040,00 ; 2.940,00 ; 12.700,00 ; 7.440,00 ;2;5; 0,17 ;0;0;1;2;1;100;0;São Paulo;Central;SP;1;Cardiologista; 139,00 ;1;95;Região D;Média Baixa;54
8250076;Manutenção;Foco MS-2; 7.520,00 ; 520,00 ; 1.820,00 ; 13.620,00 ; 32.400,00 ; 8.920,00 ;10;9; 0,67 ;4;1;2;8;2;80;0;São Paulo;Central;SP;1;Cardiologista; 162,00 ;4;260;Região B;Média Baixa;56
8250227;Manutenção;Foco MS-1; 9.310,00 ; 2.610,00 ; 1.710,00 ; 10.410,00 ; 28.150,00 ; 4.110,00 ;9;9; 0,75 ;4;2;2;9;0;60;0;Santos;Periférica;SP;1;Cardiologista; 329,00 ;3;205;Região E;Alta;51
8250378;Manutenção;Foco MS-3; 2.030,00 ; 730,00 ; 1.830,00 ; 1.830,00 ; 22.950,00 ; 16.530,00 ;4;2; 0,67 ;2;2;3;8;4;60;0;Rio de Janeiro;Central;RJ;2;Cardiologista; 462,00 ;6;450;Região D;Alta;65
8250529;Manutenção;Foco MS-2; 420,00 ; 2.020,00 ; 1.020,00 ; 5.020,00 ; 25.800,00 ; 17.320,00 ;0;6; 0,33 ;0;2;2;4;4;100;0;Porto Alegre;Central;RS;0;Cardiologista; 210,00 ;2;180;Região A;Média;51
8250680;Referência;Foco MS-2; 7.920,00 ; 4.220,00 ; 1.020,00 ; 4.520,00 ; 20.500,00 ; 2.820,00 ;1;1; 0,67 ;3;3;1;8;1;80;0;Santos;Periférica;SP;0;Cardiologista; 339,00 ;0;30;Região E;Alta;57
8250831;Conversão;Migração; 1.940,00 ; 4.940,00 ; 1.240,00 ; 6.840,00 ; 25.400,00 ; 10.440,00 ;3;6; 0,75 ;2;5;2;9;0;120;0;Rio de Janeiro;Periférica;RJ;0;Cardiologista; 344,00 ;6;440;Região D;Média;59
8250982;Manutenção;Foco MS-3; 4.830,00 ; 4.730,00 ; 30,00 ; 7.830,00 ; 33.750,00 ; 16.330,00 ;8;0; 0,92 ;3;5;2;11;5;60;0;Porto Alegre;Periférica;RS;1;Cardiologista; 273,00 ;6;370;Região E;Média;46
8251133;Manutenção;Foco MS-3; 3.230,00 ; 4.130,00 ; 530,00 ; 930,00 ; 12.150,00 ; 3.330,00 ;9;14; 0,42 ;1;3;1;5;3;20;0;Minas Gerais;Periférica;MG;1;Cardiologista; 152,00 ;0;70;Região D;Média Baixa;54
8251284;Referência;Foco MS-2; 9.520,00 ; 2.320,00 ; 1.120,00 ; 7.120,00 ; 27.500,00 ; 7.420,00 ;11;4; 0,83 ;5;3;2;10;4;120;3019,458719;Salvador;Periférica;BA;1;Cardiologista; 220,00 ;6;430;Região E;Média Baixa;55
8251435;Manutenção;Convencional; 5.200,00 ; 4.800,00 ; 1.900,00 ; 8.000,00 ; 25.400,00 ; 5.500,00 ;10;11; 0,83 ;3;5;2;10;1;100;0;Rio de Janeiro;Central;RJ;2;Cardiologista; 188,00 ;5;355;Região E;Indefinido;53
8251586;Entrada;Foco MS-2; 3.520,00 ; 1.820,00 ; 820,00 ; 9.120,00 ; 17.700,00 ; 2.420,00 ;0;7; 0,58 ;2;2;2;7;2;60;0;Santos;Periférica;SP;0;Cardiologista; 243,00 ;2;220;Região D;Média;53
8251737;Conversão;Foco MS-2; 9.020,00 ; 3.020,00 ; 320,00 ; 1.320,00 ; 25.400,00 ; 11.720,00 ;1;0; 0,58 ;4;2;1;7;2;20;0;São Paulo;Central;SP;1;Cardiologista; 127,00 ;0;90;Região A;Indefinido;49
8251888;Manutenção;Foco MS-3; 9.330,00 ; 830,00 ; 1.930,00 ; 930,00 ; 17.050,00 ; 4.030,00 ;8;5; 0,50 ;4;0;1;6;1;20;3540,623708;São Paulo;Periférica;SP;1;Cardiologista; 159,00 ;0;40;Região E;Média Baixa;46
8252039;Entrada;Migração; 1.840,00 ; 4.840,00 ; 1.440,00 ; 10.140,00 ; 32.700,00 ; 14.440,00 ;4;5; 0,42 ;0;4;1;5;5;100;0;Salvador;Central;BA;2;Cardiologista; 86,00 ;0;40;Região D;Indefinido;53
8252190;Conversão;Foco MS-1; 8.010,00 ; 4.510,00 ; 1.110,00 ; 2.110,00 ; 19.550,00 ; 3.810,00 ;9;4; 0,67 ;3;4;1;8;2;40;1807,272668;Porto Alegre;Central;RS;1;Cardiologista; 209,00 ;0;120;Região C;Média Alta;39
8252341;Referência;Convencional; 9.300,00 ; 3.100,00 ; 1.200,00 ; 3.700,00 ; 20.100,00 ; 2.800,00 ;10;9; 1,00 ;5;4;3;12;5;80;0;São Paulo;Central;SP;1;Cardiologista; 237,00 ;7;460;Região A;Média;41
8252492;Referência;Migração; 6.140,00 ; 4.540,00 ; 1.140,00 ; 7.540,00 ; 37.400,00 ; 18.040,00 ;5;6; 0,67 ;3;4;1;8;4;20;0;Minas Gerais;Periférica;MG;2;Cardiologista; 118,00 ;1;145;Região A;Indefinido;48
8252643;Referência;Foco MS-2; 2.620,00 ; 2.920,00 ; 1.320,00 ; 14.320,00 ; 36.900,00 ; 15.720,00 ;10;3; 0,67 ;2;3;3;8;0;40;0;Rio de Janeiro;Central;RJ;2;Cardiologista; 274,00 ;7;460;Região A;Média Alta;55
8252794;Entrada;Foco MS-3; 3.030,00 ; 4.830,00 ; 1.630,00 ; 14.830,00 ; 27.350,00 ; 3.030,00 ;0;11; 0,83 ;2;5;3;10;1;100;0;São Paulo;Central;SP;0;Cardiologista; 263,00 ;6;405;Região C;Indefinido;45
8252945;Entrada;Foco MS-2; 9.720,00 ; 5.020,00 ; 1.620,00 ; 11.120,00 ; 44.200,00 ; 16.720,00 ;4;12; 0,92 ;4;4;2;11;1;60;0;Santos;Periférica;SP;2;Cardiologista; 204,00 ;2;220;Região B;Média;51
8253096;Referência;Convencional; 6.400,00 ; 4.600,00 ; 700,00 ; 12.700,00 ; 25.400,00 ; 1.000,00 ;8;3; 0,58 ;2;4;1;7;5;120;0;Salvador;Periférica;BA;1;Cardiologista; 170,00 ;0;95;Região A;Média Baixa;55
8253247;Entrada;Migração; 5.340,00 ; 1.540,00 ; 1.340,00 ; 1.140,00 ; 26.900,00 ; 17.540,00 ;1;0; 0,67 ;3;2;3;8;5;60;3172,366592;Santos;Central;SP;1;Cardiologista; 360,00 ;7;445;Região C;Alta;46
8253398;Manutenção;Convencional; 3.000,00 ; 4.100,00 ; 1.900,00 ; 7.800,00 ; 20.700,00 ; 3.900,00 ;11;4; 0,75 ;2;4;3;9;2;100;4475,678202;Rio de Janeiro;Periférica;RJ;0;Cardiologista; 374,00 ;6;370;Região D;Alta;50
8253549;Entrada;Foco MS-1; 5.710,00 ; 3.910,00 ; 1.210,00 ; 12.810,00 ; 34.150,00 ; 10.510,00 ;6;0; 0,58 ;2;3;1;7;4;80;0;Minas Gerais;Central;MG;0;Cardiologista; 254,00 ;1;145;Região B;Média;50
8253700;Entrada;Foco MS-1; 9.210,00 ; 3.010,00 ; 1.710,00 ; 6.810,00 ; 32.750,00 ; 12.010,00 ;8;4; 0,83 ;5;3;2;10;0;20;0;Porto Alegre;Periférica;RS;1;Cardiologista; 250,00 ;5;385;Região B;Média;42
8253851;Manutenção;Migração; 6.040,00 ; 3.440,00 ; 1.340,00 ; 2.240,00 ; 15.900,00 ; 2.840,00 ;5;5; 0,75 ;3;3;2;9;3;20;0;Rio de Janeiro;Central;RJ;0;Cardiologista; 349,00 ;2;210;Região D;Alta;42
8254002;Manutenção;Migração; 4.440,00 ; 2.140,00 ; 1.340,00 ; 9.840,00 ; 21.300,00 ; 3.540,00 ;7;1; 0,75 ;3;3;2;9;1;40;0;Salvador;Periférica;BA;2;Cardiologista; 430,00 ;6;410;Região E;Alta;48
8254153;Entrada;Foco MS-2; 8.320,00 ; 3.620,00 ; 1.620,00 ; 620,00 ; 29.900,00 ; 15.720,00 ;3;13; 0,83 ;4;4;2;10;2;120;2233,224171;Minas Gerais;Central;MG;1;Cardiologista; 247,00 ;6;380;Região A;Média Alta;48
8254304;Entrada;Foco MS-1; 10.010,00 ; 1.310,00 ; 410,00 ; 3.310,00 ; 15.350,00 ; 310,00 ;0;2; 0,75 ;5;2;2;9;0;120;0;Rio de Janeiro;Periférica;RJ;0;Cardiologista; 252,00 ;6;430;Região D;Média Alta;41
8254455;Manutenção;Foco MS-2; 720,00 ; 2.020,00 ; 420,00 ; 8.120,00 ; 27.400,00 ; 16.120,00 ;0;12; 0,42 ;1;2;2;5;2;40;0;São Paulo;Periférica;SP;1;Cardiologista; 206,00 ;3;285;Região D;Média;54
8254606;Referência;Migração; 5.340,00 ; 4.940,00 ; 740,00 ; 3.440,00 ; 22.400,00 ; 7.940,00 ;6;12; 0,83 ;3;5;2;10;1;20;0;Rio de Janeiro;Central;RJ;2;Cardiologista; 248,00 ;6;390;Região E;Média Baixa;54
8254757;Referência;Migração; 5.940,00 ; 640,00 ; 1.940,00 ; 15.140,00 ; 30.200,00 ; 6.540,00 ;11;5; 0,50 ;3;1;2;6;2;80;0;Porto Alegre;Central;RS;1;Cardiologista; 179,00 ;3;205;Região C;Indefinido;52
8254908;Referência;Foco MS-2; 9.620,00 ; 1.720,00 ; 1.820,00 ; 10.220,00 ; 33.200,00 ; 9.820,00 ;0;1; 0,67 ;4;2;2;8;5;80;0;Salvador;Central;BA;0;Cardiologista; 233,00 ;3;285;Região C;Indefinido;45
8255059;Referência;Migração; 4.640,00 ; 1.840,00 ; 1.240,00 ; 12.140,00 ; 20.200,00 ; 340,00 ;1;1; 0,58 ;3;2;2;7;0;60;0;Santos;Central;SP;2;Cardiologista; 335,00 ;6;360;Região B;Média Alta;49
8255210;Conversão;Migração; 1.940,00 ; 4.840,00 ; 1.240,00 ; 6.740,00 ; 17.100,00 ; 2.340,00 ;2;14; 0,67 ;1;4;2;8;2;20;0;Rio de Janeiro;Central;RJ;0;Cardiologista; 369,00 ;1;165;Região B;Alta;51
8255361;Referência;Convencional; 8.100,00 ; 1.500,00 ; 1.300,00 ; 11.600,00 ; 35.700,00 ; 13.200,00 ;11;12; 0,83 ;4;2;3;10;5;80;0;Minas Gerais;Periférica;MG;0;Cardiologista; 342,00 ;7;465;Região C;Média Alta;44
8255512;Conversão;Migração; 7.140,00 ; 4.240,00 ; 1.640,00 ; 6.340,00 ; 19.800,00 ; 440,00 ;4;11; 1,08 ;4;5;3;13;1;80;0;São Paulo;Periférica;SP;2;Cardiologista; 257,00 ;6;440;Região B;Média;49
8255663;Manutenção;Foco MS-1; 7.510,00 ; 1.110,00 ; 410,00 ; 11.210,00 ; 33.050,00 ; 12.810,00 ;2;4; 0,67 ;4;2;2;8;4;40;2204,166223;Minas Gerais;Central;MG;1;Cardiologista; 173,00 ;5;355;Região C;Indefinido;46
8255814;Conversão;Foco MS-2; 7.420,00 ; 4.620,00 ; 720,00 ; 9.620,00 ; 32.200,00 ; 9.820,00 ;1;11; 0,67 ;3;4;1;8;3;100;0;São Paulo;Central;SP;2;Cardiologista; 203,00 ;1;175;Região A;Indefinido;63
8255965;Manutenção;Migração; 5.840,00 ; 1.440,00 ; 1.940,00 ; 7.040,00 ; 20.400,00 ; 4.140,00 ;8;10; 0,67 ;3;2;2;8;2;40;0;Porto Alegre;Periférica;RS;2;Cardiologista; 228,00 ;3;255;Região A;Média Alta;42
8256116;Manutenção;Foco MS-1; 10,00 ; 910,00 ; 710,00 ; 12.610,00 ; 21.250,00 ; 7.010,00 ;5;11; 0,50 ;1;2;2;6;2;100;0;Porto Alegre;Periférica;RS;2;Cardiologista; 255,00 ;6;420;Região D;Média Alta;41
8256267;Referência;Convencional; 7.600,00 ; 5.000,00 ; 2.100,00 ; 8.100,00 ; 38.400,00 ; 15.600,00 ;3;3; 0,75 ;3;4;2;9;2;120;0;Santos;Central;SP;2;Cardiologista; 157,00 ;3;195;Região A;Média Baixa;51
8256418;Manutenção;Convencional; 3.500,00 ; 4.000,00 ; 1.800,00 ; 3.200,00 ; 19.500,00 ; 7.000,00 ;6;0; 0,83 ;2;4;3;10;5;80;0;São Paulo;Periférica;SP;0;Cardiologista; 377,00 ;6;400;Região E;Alta;49
8256569;Conversão;Foco MS-1; 4.310,00 ; 810,00 ; 710,00 ; 8.810,00 ; 25.650,00 ; 11.010,00 ;10;11; 0,33 ;2;1;1;4;2;100;0;Rio de Janeiro;Central;RJ;0;Cardiologista; 243,00 ;1;120;Região D;Média;47
8256720;Conversão;Migração; 2.440,00 ; 4.340,00 ; 1.040,00 ; 9.040,00 ; 21.100,00 ; 4.240,00 ;5;10; 0,75 ;2;4;2;9;1;60;0;Porto Alegre;Central;RS;1;Cardiologista; 249,00 ;4;320;Região D;Média;52
8256871;Manutenção;Foco MS-2; 3.520,00 ; 4.420,00 ; 1.120,00 ; 6.020,00 ; 29.000,00 ; 13.920,00 ;9;5; 0,50 ;1;4;1;6;3;100;0;Rio de Janeiro;Periférica;RJ;2;Cardiologista; 370,00 ;1;120;Região A;Alta;45
8257022;Referência;Convencional; 5.800,00 ; 5.000,00 ; 1.600,00 ; 11.600,00 ; 39.500,00 ; 15.500,00 ;10;7; 0,83 ;3;5;2;10;0;20;0;São Paulo;Periférica;SP;2;Cardiologista; 174,00 ;3;275;Região B;Indefinido;55
8257173;Conversão;Migração; 1.340,00 ; 1.240,00 ; 1.940,00 ; 8.840,00 ; 25.500,00 ; 12.140,00 ;5;1; 0,67 ;2;2;3;8;2;100;0;Porto Alegre;Central;RS;0;Cardiologista; 285,00 ;7;445;Região C;Média Alta;45
8257324;Entrada;Foco MS-3; 6.330,00 ; 4.030,00 ; 1.630,00 ; 12.430,00 ; 32.850,00 ; 8.430,00 ;7;3; 0,75 ;3;3;2;9;3;60;0;Porto Alegre;Central;RS;1;Cardiologista; 362,00 ;2;140;Região C;Alta;54
8257475;Manutenção;Foco MS-3; 2.330,00 ; 4.930,00 ; 1.730,00 ; 6.030,00 ; 27.550,00 ; 12.530,00 ;6;6; 0,58 ;1;4;1;7;1;80;0;Santos;Periférica;SP;0;Cardiologista; 143,00 ;0;60;Região E;Média;40
8257626;Conversão;Migração; 2.440,00 ; 3.140,00 ; 140,00 ; 11.240,00 ; 23.100,00 ; 6.140,00 ;9;13; 0,67 ;2;4;2;8;4;120;0;Salvador;Periférica;BA;2;Cardiologista; 433,00 ;7;450;Região D;Alta;51
8257777;Conversão;Foco MS-3; 5.830,00 ; 3.530,00 ; 2.030,00 ; 3.330,00 ; 31.850,00 ; 17.130,00 ;9;5; 0,67 ;2;3;2;8;2;120;0;Minas Gerais;Periférica;MG;0;Cardiologista; 335,00 ;1;155;Região A;Alta;48
8257928;Referência;Convencional; 6.200,00 ; 2.200,00 ; 700,00 ; 300,00 ; 12.000,00 ; 2.600,00 ;4;7; 0,50 ;3;2;1;6;3;20;0;São Paulo;Periférica;SP;2;Cardiologista; 310,00 ;2;175;Região E;Alta;49
8258079;Manutenção;Foco MS-3; 5.230,00 ; 2.330,00 ; 530,00 ; 5.030,00 ; 13.450,00 ; 330,00 ;6;7; 0,50 ;2;2;1;6;4;60;4125,991482;Porto Alegre;Central;RS;2;Cardiologista; 300,00 ;3;195;Região A;Alta;46
8258230;Manutenção;Foco MS-3; 530,00 ; 2.530,00 ; 630,00 ; 11.530,00 ; 31.950,00 ; 16.730,00 ;2;14; 0,33 ;0;2;1;4;1;60;0;Rio de Janeiro;Central;RJ;1;Cardiologista; 171,00 ;0;100;Região A;Média;46
8258381;Entrada;Migração; 6.740,00 ; 4.540,00 ; 440,00 ; 10.640,00 ; 23.500,00 ; 1.140,00 ;0;10; 0,83 ;4;4;2;10;5;100;0;Minas Gerais;Central;MG;2;Cardiologista; 346,00 ;5;360;Região D;Alta;56
8258532;Manutenção;Foco MS-2; 1.120,00 ; 620,00 ; 120,00 ; 3.220,00 ; 19.000,00 ; 13.920,00 ;1;2; 0,33 ;1;1;2;4;5;100;0;Porto Alegre;Periférica;RS;1;Cardiologista; 399,00 ;4;320;Região A;Alta;50
8258683;Manutenção;Migração; 840,00 ; 2.540,00 ; 840,00 ; 12.540,00 ; 18.900,00 ; 2.140,00 ;10;10; 0,50 ;1;2;2;6;3;20;0;Rio de Janeiro;Periférica;RJ;1;Cardiologista; 225,00 ;2;230;Região A;Média Alta;54
8258834;Referência;Foco MS-3; 2.930,00 ; 1.230,00 ; 430,00 ; 9.930,00 ; 31.350,00 ; 16.830,00 ;4;6; 0,58 ;2;2;2;7;5;120;0;Rio de Janeiro;Periférica;RJ;1;Cardiologista; 264,00 ;4;305;Região C;Média Alta;42
8258985;Manutenção;Foco MS-2; 8.420,00 ; 2.420,00 ; 220,00 ; 13.320,00 ; 39.900,00 ; 15.520,00 ;5;6; 0,75 ;4;3;2;9;5;80;0;Salvador;Central;BA;0;Cardiologista; 339,00 ;6;440;Região A;Média;54
8259136;Entrada;Foco MS-1; 7.110,00 ; 4.910,00 ; 1.410,00 ; 9.110,00 ; 25.950,00 ; 3.410,00 ;11;12; 1,00 ;4;5;2;12;3;80;0;Porto Alegre;Central;RS;1;Cardiologista; 446,00 ;6;405;Região A;Alta;54
8259287;Manutenção;Foco MS-2; 8.820,00 ; 2.020,00 ; 720,00 ; 11.120,00 ; 26.500,00 ; 3.820,00 ;8;12; 0,67 ;4;2;1;8;3;20;0;Rio de Janeiro;Central;RJ;2;Cardiologista; 183,00 ;1;135;Região C;Média;46
8259438;Entrada;Foco MS-1; 7.210,00 ; 3.410,00 ; 1.610,00 ; 7.410,00 ; 19.850,00 ; 210,00 ;5;6; 0,67 ;3;3;2;8;5;80;0;Minas Gerais;Periférica;MG;2;Cardiologista; 142,00 ;3;205;Região A;Indefinido;54
8259589;Manutenção;Foco MS-3; 7.230,00 ; 4.830,00 ; 830,00 ; 4.830,00 ; 34.850,00 ; 17.130,00 ;3;7; 1,00 ;4;5;2;12;4;60;0;Porto Alegre;Central;RS;0;Cardiologista; 273,00 ;6;425;Região D;Média;54
8259740;Manutenção;Foco MS-3; 2.130,00 ; 2.930,00 ; 230,00 ; 9.630,00 ; 19.050,00 ; 4.130,00 ;9;11; 0,33 ;1;2;1;4;3;40;3353,77266;Rio de Janeiro;Central;RJ;0;Cardiologista; 257,00 ;1;130;Região C;Média Alta;43
8259891;Conversão;Migração; 1.140,00 ; 1.340,00 ; 840,00 ; 11.240,00 ; 22.900,00 ; 8.340,00 ;11;8; 0,42 ;1;2;2;5;0;20;0;Minas Gerais;Periférica;MG;2;Cardiologista; 388,00 ;7;425;Região E;Alta;51
8260042;Manutenção;Foco MS-3; 5.830,00 ; 4.930,00 ; 1.230,00 ; 9.930,00 ; 30.850,00 ; 8.930,00 ;11;8; 0,92 ;3;5;3;11;4;20;0;Porto Alegre;Central;RS;0;Cardiologista; 425,00 ;7;460;Região B;Alta;42
8260193;Referência;Migração; 8.540,00 ; 4.840,00 ; 940,00 ; 7.140,00 ; 32.400,00 ; 10.940,00 ;4;3; 0,67 ;3;4;1;8;5;20;0;Porto Alegre;Central;RS;0;Cardiologista; 236,00 ;0;80;Região A;Média Alta;67
8260344;Referência;Convencional; 9.300,00 ; 4.800,00 ; 1.300,00 ; 2.200,00 ; 30.100,00 ; 12.500,00 ;7;7; 1,08 ;5;5;2;13;0;80;0;São Paulo;Central;SP;0;Cardiologista; 244,00 ;6;360;Região C;Média Alta;51
8260495;Conversão;Convencional; 8.500,00 ; 400,00 ; 1.800,00 ; 4.300,00 ; 25.000,00 ; 10.000,00 ;1;5; 0,67 ;4;1;2;8;2;100;0;Porto Alegre;Periférica;RS;2;Cardiologista; 254,00 ;5;355;Região C;Média Alta;49
8260646;Conversão;Migração; 6.540,00 ; 4.340,00 ; 140,00 ; 2.240,00 ; 14.500,00 ; 1.240,00 ;0;12; 0,83 ;4;4;2;10;1;20;0;Minas Gerais;Central;MG;0;Cardiologista; 411,00 ;5;395;Região D;Alta;49
8260797;Entrada;Convencional; 6.700,00 ; 2.000,00 ; 1.100,00 ; 5.900,00 ; 18.200,00 ; 2.500,00 ;3;2; 0,67 ;3;2;2;8;4;60;0;Minas Gerais;Periférica;MG;1;Cardiologista; 288,00 ;4;300;Região E;Média Alta;55
8260948;Entrada;Foco MS-1; 6.810,00 ; 4.310,00 ; 1.510,00 ; 9.810,00 ; 23.250,00 ; 810,00 ;1;10; 0,83 ;3;4;2;10;5;60;3849,254644;Santos;Periférica;SP;1;Cardiologista; 217,00 ;5;325;Região A;Indefinido;43
8261099;Entrada;Foco MS-3; 9.330,00 ; 3.130,00 ; 1.630,00 ; 13.930,00 ; 31.850,00 ; 3.830,00 ;4;10; 0,75 ;4;3;2;9;4;80;0;Santos;Periférica;SP;1;Cardiologista; 164,00 ;1;155;Região C;Média Baixa;50
8261250;Entrada;Foco MS-3; 6.930,00 ; 4.930,00 ; 930,00 ; 13.230,00 ; 33.050,00 ; 7.030,00 ;10;6; 0,67 ;3;4;1;8;2;100;0;Porto Alegre;Central;RS;2;Cardiologista; 198,00 ;1;145;Região E;Média Alta;44
8261401;Entrada;Convencional; 6.200,00 ; 200,00 ; 400,00 ; 1.500,00 ; 24.500,00 ; 16.200,00 ;8;2; 0,58 ;4;1;2;7;3;20;3614,611797;Salvador;Periférica;BA;2;Cardiologista; 224,00 ;7;460;Região E;Indefinido;51
8261552;Entrada;Convencional; 2.700,00 ; 400,00 ; 500,00 ; 2.900,00 ; 15.900,00 ; 9.400,00 ;4;12; 0,42 ;2;1;2;5;4;100;0;São Paulo;Central;SP;2;Cardiologista; 220,00 ;7;455;Região B;Média Baixa;45
8261703;Manutenção;Foco MS-3; 5.030,00 ; 2.030,00 ; 1.130,00 ; 2.630,00 ; 12.350,00 ; 1.530,00 ;8;13; 0,50 ;2;2;2;6;3;20;0;São Paulo;Central;SP;1;Cardiologista; 235,00 ;4;250;Região D;Média Alta;46
8261854;Conversão;Migração; 4.840,00 ; 340,00 ; 1.940,00 ; 2.840,00 ; 21.700,00 ; 11.740,00 ;3;0; 0,33 ;2;0;2;4;4;60;0;São Paulo;Periférica;SP;0;Cardiologista; 204,00 ;0;95;Região A;Média Alta;49
8262005;Conversão;Convencional; 1.600,00 ; 1.400,00 ; 1.200,00 ; 11.100,00 ; 27.000,00 ; 11.700,00 ;4;3; 0,25 ;1;1;1;3;1;80;0;Minas Gerais;Periférica;MG;0;Cardiologista; 264,00 ;0;120;Região C;Média Alta;46
8262156;Entrada;Migração; 6.140,00 ; 1.240,00 ; 1.940,00 ; 5.040,00 ; 30.700,00 ; 16.340,00 ;1;9; 0,50 ;3;1;2;6;2;20;0;Porto Alegre;Periférica;RS;1;Cardiologista; 325,00 ;1;165;Região C;Alta;41
8262307;Entrada;Convencional; 2.600,00 ; 2.100,00 ; 800,00 ; 2.600,00 ; 11.000,00 ; 2.900,00 ;1;5; 0,42 ;1;2;2;5;1;100;3861,065484;Salvador;Periférica;BA;1;Cardiologista; 316,00 ;3;205;Região C;Alta;44
8262458;Conversão;Foco MS-2; 9.520,00 ; 3.820,00 ; 1.720,00 ; 3.720,00 ; 23.300,00 ; 4.520,00 ;4;3; 0,83 ;4;3;2;10;2;80;0;Salvador;Periférica;BA;0;Cardiologista; 174,00 ;1;150;Região C;Média;49
8262609;Entrada;Convencional; 7.300,00 ; 1.200,00 ; 1.200,00 ; 12.100,00 ; 39.100,00 ; 17.300,00 ;5;4; 0,58 ;3;1;2;7;1;100;0;Rio de Janeiro;Central;RJ;0;Cardiologista; 231,00 ;2;220;Região B;Média;50
8262760;Referência;Convencional; 4.200,00 ; 3.400,00 ; 900,00 ; 8.100,00 ; 30.600,00 ; 14.000,00 ;2;9; 0,50 ;2;3;1;6;2;120;0;São Paulo;Central;SP;0;Cardiologista; 326,00 ;0;120;Região C;Alta;52
8262911;Entrada;Convencional; 4.500,00 ; 3.000,00 ; 600,00 ; 1.300,00 ; 27.400,00 ; 18.000,00 ;9;8; 0,58 ;2;3;2;7;1;100;2579,399306;Salvador;Central;BA;1;Cardiologista; 231,00 ;3;275;Região B;Indefinido;51
8263062;Conversão;Migração; 9.040,00 ; 3.640,00 ; 440,00 ; 12.340,00 ; 30.200,00 ; 4.740,00 ;2;12; 0,92 ;4;4;2;11;5;60;2945,460418;Salvador;Periférica;BA;0;Cardiologista; 192,00 ;4;295;Região B;Indefinido;54
8263213;Entrada;Migração; 2.140,00 ; 4.640,00 ; 340,00 ; 5.240,00 ; 16.500,00 ; 4.140,00 ;9;3; 0,58 ;1;4;1;7;1;100;0;Salvador;Central;BA;1;Cardiologista; 123,00 ;0;85;Região A;Indefinido;46
8263364;Referência;Convencional; 4.800,00 ; 700,00 ; 700,00 ; 14.500,00 ; 38.400,00 ; 17.700,00 ;8;12; 0,33 ;2;1;1;4;2;60;0;São Paulo;Central;SP;0;Cardiologista; 225,00 ;3;205;Região A;Média;49
8263515;Entrada;Migração; 8.440,00 ; 2.140,00 ; 1.640,00 ; 1.240,00 ; 17.900,00 ; 4.440,00 ;9;4; 0,75 ;4;3;2;9;4;120;0;São Paulo;Central;SP;1;Cardiologista; 174,00 ;5;370;Região B;Indefinido;44
8263666;Referência;Foco MS-1; 1.610,00 ; 710,00 ; 810,00 ; 12.210,00 ; 23.250,00 ; 7.910,00 ;7;10; 0,42 ;1;1;2;5;1;100;0;Porto Alegre;Periférica;RS;2;Cardiologista; 394,00 ;4;305;Região C;Alta;49
8263817;Conversão;Foco MS-2; 920,00 ; 2.820,00 ; 1.020,00 ; 9.820,00 ; 18.800,00 ; 4.220,00 ;1;13; 0,58 ;1;3;2;7;3;80;0;Minas Gerais;Central;MG;2;Cardiologista; 300,00 ;3;230;Região B;Média Alta;46
